date,site,parameter,index_value,description,health_advisory,health_effects
7/20/2019,Lawrenceville,PM25B,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/20/2019,Avalon,SO2,0,Good,,
7/20/2019,Clairton,SO2,1,Good,,
7/20/2019,North Braddock,PM10B,35,Good,,
7/20/2019,Lincoln,PM25,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/20/2019,Avalon,PM25T,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/20/2019,Liberty 2,PM25T,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/20/2019,Liberty,SO2,27,Good,,
7/20/2019,South Fayette,SO2,9,Good,,
7/20/2019,West Mifflin,SO2,3,Good,,
7/20/2019,Harrison Township,NO2,12,Good,,
7/20/2019,North Braddock,SO2,3,Good,,
7/20/2019,Flag Plaza,CO,3,Good,,
7/20/2019,Parkway East,PM25T,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/20/2019,Lawrenceville 2,SO2,0,Good,,
7/21/2019,Parkway East,CO,11,Good,,
7/21/2019,Harrison Township,OZONE,38,Good,,
7/21/2019,Flag Plaza,PM10,19,Good,,
7/21/2019,Lawrenceville,PM25B,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/21/2019,Avalon,PM25T,44,Good,,
7/21/2019,Avalon,SO2,0,Good,,
7/21/2019,Clairton,SO2,1,Good,,
7/21/2019,Lawrenceville 2,CO,2,Good,,
7/21/2019,Liberty 2,PM10,21,Good,,
7/21/2019,Lincoln,PM10,28,Good,,
7/21/2019,South Fayette,SO2,3,Good,,
7/21/2019,Lawrenceville,OZONE,37,Good,,
7/21/2019,Glassport High Street,PM10,19,Good,,
7/21/2019,North Braddock,PM10B,30,Good,,
7/21/2019,Lincoln,PM25,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/21/2019,West Mifflin,SO2,4,Good,,
7/21/2019,Flag Plaza,CO,3,Good,,
7/21/2019,Lawrenceville 2,SO2,3,Good,,
7/21/2019,North Braddock,SO2,3,Good,,
7/21/2019,Harrison Township,NO2,8,Good,,
7/21/2019,Parkway East,NO2,13,Good,,
7/21/2019,Parkway East,PM25T,46,Good,,
7/21/2019,South Fayette,OZONE,38,Good,,
7/21/2019,Liberty,SO2,29,Good,,
7/22/2019,Lawrenceville 2,SO2,0,Good,,
7/22/2019,South Fayette,SO2,0,Good,,
7/22/2019,North Braddock,PM10B,28,Good,,
7/22/2019,Parkway East,PM25T,35,Good,,
7/22/2019,West Mifflin,SO2,1,Good,,
7/22/2019,Parkway East,CO,8,Good,,
7/22/2019,South Fayette,OZONE,28,Good,,
7/22/2019,Avalon,SO2,0,Good,,
7/22/2019,Harrison Township,OZONE,28,Good,,
7/22/2019,Flag Plaza,PM10,14,Good,,
7/22/2019,Lincoln,PM25,29,Good,,
7/22/2019,Avalon,PM25T,28,Good,,
7/22/2019,Clairton,SO2,1,Good,,
7/22/2019,Lawrenceville 2,CO,2,Good,,
7/22/2019,Lawrenceville,OZONE,26,Good,,
7/22/2019,Liberty 2,PM10,19,Good,,
7/22/2019,Lawrenceville,PM25B,40,Good,,
7/22/2019,Lincoln,PM10,22,Good,,
7/22/2019,Flag Plaza,CO,3,Good,,
7/22/2019,Glassport High Street,PM10,16,Good,,
7/22/2019,Liberty,SO2,20,Good,,
7/22/2019,Harrison Township,NO2,7,Good,,
7/22/2019,Parkway East,NO2,12,Good,,
7/22/2019,North Braddock,SO2,3,Good,,
7/23/2019,Lincoln,PM25,23,Good,,
7/23/2019,Avalon,PM25T,23,Good,,
7/23/2019,Flag Plaza,PM10,11,Good,,
7/23/2019,Lincoln,PM10,12,Good,,
7/23/2019,Clairton,SO2,3,Good,,
7/23/2019,South Fayette,SO2,0,Good,,
7/23/2019,West Mifflin,SO2,0,Good,,
7/23/2019,Flag Plaza,CO,2,Good,,
7/23/2019,Harrison Township,OZONE,34,Good,,
7/23/2019,South Fayette,OZONE,38,Good,,
7/23/2019,Avalon,SO2,0,Good,,
7/23/2019,Liberty,SO2,1,Good,,
7/23/2019,Lawrenceville,PM25B,42,Good,,
7/23/2019,Parkway East,PM25T,33,Good,,
7/23/2019,Harrison Township,NO2,4,Good,,
7/23/2019,Parkway East,NO2,14,Good,,
7/23/2019,North Braddock,SO2,1,Good,,
7/23/2019,Lawrenceville 2,SO2,0,Good,,
7/23/2019,Lawrenceville 2,CO,2,Good,,
7/23/2019,Lawrenceville,OZONE,36,Good,,
7/23/2019,Liberty 2,PM10,10,Good,,
7/23/2019,North Braddock,PM10B,19,Good,,
7/23/2019,Parkway East,CO,8,Good,,
7/23/2019,Glassport High Street,PM10,11,Good,,
7/24/2019,Avalon,PM25T,44,Good,,
7/24/2019,Clairton,SO2,4,Good,,
7/24/2019,Lawrenceville 2,CO,2,Good,,
7/24/2019,Liberty 2,PM10,23,Good,,
7/24/2019,Parkway East,CO,10,Good,,
7/24/2019,Harrison Township,OZONE,42,Good,,
7/24/2019,South Fayette,OZONE,38,Good,,
7/24/2019,Lawrenceville,PM25B,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/24/2019,Avalon,SO2,0,Good,,
7/24/2019,Lincoln,PM10,28,Good,,
7/24/2019,Flag Plaza,PM10,16,Good,,
7/24/2019,North Braddock,PM10B,19,Good,,
7/24/2019,Lincoln,PM25,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/24/2019,Lawrenceville 2,SO2,1,Good,,
7/24/2019,South Fayette,SO2,0,Good,,
7/24/2019,West Mifflin,SO2,1,Good,,
7/24/2019,Flag Plaza,CO,3,Good,,
7/24/2019,Lawrenceville,OZONE,42,Good,,
7/24/2019,Glassport High Street,PM10,14,Good,,
7/24/2019,Liberty 2,PM25T,72,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/24/2019,Parkway East,PM25T,47,Good,,
7/24/2019,Liberty,SO2,20,Good,,
7/24/2019,Harrison Township,NO2,10,Good,,
7/24/2019,Parkway East,NO2,19,Good,,
7/24/2019,North Braddock,SO2,17,Good,,
7/25/2019,Lincoln,PM10,43,Good,,
7/25/2019,South Fayette,SO2,3,Good,,
7/25/2019,Flag Plaza,PM10,17,Good,,
7/25/2019,North Braddock,PM10B,21,Good,,
7/25/2019,Avalon,PM25T,49,Good,,
7/25/2019,Clairton,SO2,16,Good,,
7/25/2019,West Mifflin,SO2,9,Good,,
7/25/2019,Parkway East,CO,9,Good,,
7/25/2019,Lawrenceville,OZONE,50,Good,,
7/25/2019,Glassport High Street,PM10,25,Good,,
7/25/2019,Lawrenceville 2,CO,3,Good,,
7/25/2019,Liberty 2,PM10,28,Good,,
7/25/2019,Harrison Township,NO2,9,Good,,
7/25/2019,Parkway East,NO2,21,Good,,
7/25/2019,North Braddock,SO2,6,Good,,
7/25/2019,Lincoln,PM25,75,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/25/2019,Lawrenceville 2,SO2,0,Good,,
7/25/2019,Flag Plaza,CO,4,Good,,
7/25/2019,Harrison Township,OZONE,44,Good,,
7/25/2019,South Fayette,OZONE,50,Good,,
7/25/2019,Lawrenceville,PM25B,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/25/2019,Liberty 2,PM25T,71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/25/2019,Parkway East,PM25T,47,Good,,
7/25/2019,Avalon,SO2,0,Good,,
7/25/2019,Liberty,SO2,37,Good,,
7/26/2019,Flag Plaza,PM10,19,Good,,
7/26/2019,North Braddock,PM10B,32,Good,,
7/26/2019,Lincoln,PM25,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/26/2019,West Mifflin,SO2,6,Good,,
7/26/2019,Parkway East,PM25T,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/26/2019,Lawrenceville 2,SO2,1,Good,,
7/26/2019,Parkway East,CO,23,Good,,
7/26/2019,Harrison Township,OZONE,49,Good,,
7/26/2019,Lawrenceville,OZONE,50,Good,,
7/26/2019,Lincoln,PM10,39,Good,,
7/26/2019,South Fayette,SO2,9,Good,,
7/26/2019,Flag Plaza,CO,5,Good,,
7/26/2019,South Fayette,OZONE,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
7/26/2019,Liberty 2,PM10,31,Good,,
7/26/2019,Lawrenceville,PM25B,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/26/2019,Avalon,SO2,0,Good,,
7/26/2019,Clairton,SO2,13,Good,,
7/26/2019,Lawrenceville 2,CO,4,Good,,
7/26/2019,Harrison Township,NO2,4,Good,,
7/26/2019,Parkway East,NO2,30,Good,,
7/26/2019,Liberty 2,PM25T,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/26/2019,North Braddock,SO2,10,Good,,
7/26/2019,Glassport High Street,PM10,32,Good,,
7/26/2019,Avalon,PM25T,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/26/2019,Liberty,SO2,20,Good,,
7/27/2019,Lincoln,PM10,31,Good,,
7/27/2019,South Fayette,SO2,4,Good,,
7/27/2019,West Mifflin,SO2,11,Good,,
7/27/2019,Flag Plaza,PM10,19,Good,,
7/27/2019,North Braddock,PM10B,33,Good,,
7/27/2019,Harrison Township,NO2,15,Good,,
7/27/2019,Liberty 2,PM25T,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/27/2019,North Braddock,SO2,23,Good,,
7/27/2019,Flag Plaza,CO,5,Good,,
7/27/2019,Harrison Township,OZONE,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
7/27/2019,South Fayette,OZONE,47,Good,,
7/27/2019,Lawrenceville,PM25B,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/27/2019,Parkway East,PM25T,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/27/2019,Avalon,SO2,0,Good,,
7/27/2019,Lawrenceville 2,SO2,2,Good,,
7/27/2019,Glassport High Street,PM10,26,Good,,
7/27/2019,Lincoln,PM25,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/27/2019,Avalon,PM25T,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/27/2019,Liberty,SO2,27,Good,,
7/27/2019,Parkway East,CO,16,Good,,
7/27/2019,Clairton,SO2,4,Good,,
7/27/2019,Lawrenceville 2,CO,5,Good,,
7/27/2019,Parkway East,NO2,17,Good,,
7/27/2019,Lawrenceville,OZONE,50,Good,,
7/27/2019,Liberty 2,PM10,25,Good,,
7/28/2019,Flag Plaza,CO,3,Good,,
7/28/2019,Harrison Township,OZONE,49,Good,,
7/28/2019,South Fayette,OZONE,49,Good,,
7/28/2019,Lawrenceville,PM25B,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/28/2019,Avalon,SO2,0,Good,,
7/28/2019,Clairton,SO2,1,Good,,
7/28/2019,North Braddock,PM10B,37,Good,,
7/28/2019,South Fayette,SO2,4,Good,,
7/28/2019,West Mifflin,SO2,1,Good,,
7/28/2019,Lincoln,PM10,30,Good,,
7/28/2019,Parkway East,CO,10,Good,,
7/28/2019,Flag Plaza,PM10,17,Good,,
7/28/2019,Parkway East,PM25T,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/28/2019,Lawrenceville 2,SO2,1,Good,,
7/28/2019,Lawrenceville 2,CO,3,Good,,
7/28/2019,Harrison Township,NO2,15,Good,,
7/28/2019,Parkway East,NO2,12,Good,,
7/28/2019,Lawrenceville,OZONE,50,Good,,
7/28/2019,Liberty 2,PM10,29,Good,,
7/28/2019,North Braddock,SO2,14,Good,,
7/28/2019,Glassport High Street,PM10,25,Good,,
7/28/2019,Lincoln,PM25,71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/28/2019,Avalon,PM25T,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/28/2019,Liberty 2,PM25T,71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/28/2019,Liberty,SO2,31,Good,,
7/29/2019,North Braddock,PM10B,45,Good,,
7/29/2019,West Mifflin,SO2,6,Good,,
7/29/2019,Parkway East,CO,8,Good,,
7/29/2019,Clairton,SO2,1,Good,,
7/29/2019,Lawrenceville 2,CO,3,Good,,
7/29/2019,Parkway East,NO2,15,Good,,
7/29/2019,Lawrenceville,OZONE,50,Good,,
7/29/2019,Liberty 2,PM10,32,Good,,
7/29/2019,Lincoln,PM10,36,Good,,
7/29/2019,Harrison Township,OZONE,50,Good,,
7/29/2019,South Fayette,OZONE,50,Good,,
7/29/2019,Glassport High Street,PM10,22,Good,,
7/29/2019,Lincoln,PM25,71,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/29/2019,Avalon,PM25T,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/29/2019,Liberty 2,PM25T,73,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/29/2019,Liberty,SO2,37,Good,,
7/29/2019,Flag Plaza,CO,3,Good,,
7/29/2019,Flag Plaza,PM10,21,Good,,
7/29/2019,Lawrenceville,PM25B,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/29/2019,Parkway East,PM25T,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
7/29/2019,Avalon,SO2,0,Good,,
7/29/2019,Lawrenceville 2,SO2,2,Good,,
7/29/2019,Harrison Township,NO2,12,Good,,
7/29/2019,North Braddock,SO2,14,Good,,
7/29/2019,South Fayette,SO2,3,Good,,
7/30/2019,Parkway East,CO,10,Good,,
7/30/2019,Parkway East,NO2,19,Good,,
7/30/2019,Flag Plaza,PM10,21,Good,,
7/30/2019,Lawrenceville 2,SO2,2,Good,,
7/30/2019,North Braddock,PM10B,45,Good,,
7/30/2019,West Mifflin,SO2,9,Good,,
7/30/2019,Lincoln,PM10,35,Good,,
7/30/2019,Parkway East,PM25T,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
